R_Code,R_Descr,R_DryM,R_Water,R_Energy,R_Protein,R_Lipid,R_Cho,R_Fiber,R_Ca,R_Fe,R_Zn,R_VitC,R_Thiamin,R_Riboflavin,R_Niacin,R_VitB_6,R_Folate_food,R_FolicAcid,R_Folate_total,R_Folate_DFE,R_VitB_12,R_VitA_IU,R_VitA_RE,R_Retinol,R_AlphaCarotene,R_BetaCarotene,R_BetaCryptoxanthin
5003,"ALC-BEV,FLAMED",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5004,"ALC-BEV,STIRRED,BKD/SIMMRD,15-MIN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5005,"ALC-BEV,STIRRED,BKD/SIMMRD,30-MIN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5006,"ALC-BEV,STIRRED,BKD/SIMMRD,1-HR",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5007,"ALC-BEV,STIRRED,BKD/SIMMRD,1.5-HR",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5008,"ALC-BEV,STIRRED,BKD/SIMMRD,2-HR",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5009,"ALC-BEV,STIRRED,BKD/SIMMRD,2.5-HR",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5010,"ALC-BEV,NOT-STIRRED-IN,BKD,25-MIN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6000,"VEGETABLE OIL,VITAMIN A FORTIFIED,COOKED",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,0.9,1,1,1,1
6001,"MARGARINE,VITAMIN A FORTIFIED,COOKED",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,0.9,1,1,1,1
